cluster,n,EDAD,t_ingreso_desde_sintomas,score_comorbilidades,score_gravedad
1,159263,34.54010661610041,1.7419111783653454,0.009587914330384332,0.001236947690298437
0,41297,46.48332808678597,2.064556747463496,1.3281352156330968,0.07688209797321839
